Your Input	WormBase Gene ID	Public Name	Sequence Name	Other Name	RNAi Phenotype Observed	Allele Phenotype Observed	Concise Description	Automated Description	Reference
T19B10.2	WBGene00011831	T19B10.2	T19B10.2	phi-59, CELE_T19B10.2	age associated fluorescence increased, exploded through vulva, larval arrest, larval lethal, lethal, locomotion variant, molt defect, organism osmotic stress response variant, paralyzed, protein aggregation variant, reduced brood size, shortened life span, sick, slow growth, transgene subcellular localization variant	lethal, sterile	N.A.	Is expressed in hypodermis.	WBPaper00032031|pmid18636113, WBPaper00033099|pmid19402892, WBPaper00056909|pmid31214513
T23F11.6	WBGene00011957	T23F11.6	T23F11.6	CELE_T23F11.6	N.A.	N.A.	N.A.	Is enriched in ASER and intestine based on RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on tiling array\; microarray\; and RNA-seq studies. Is affected by fourteen chemicals including 1-methylnicotinamide\; methylmercuric chloride\; and rotenone based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: DB module and Domain of unknown function DB.	N.A.
npr-2	WBGene00003808	npr-2	T05A1.1	CELE_T05A1.1	kinker, locomotion reduced, locomotion variant	amplitude of sinusoidal movement increased, backward point velocity increased, bent posture variant, coiling frequency increased, forward point velocity increased, frequency of body bend variant, head bend angle increased, nose movement increased, tail bend angle increased, thin, turning frequency reduced	N.A.	Is predicted to have neuropeptide Y receptor activity. Is expressed in head neurons and interneuron.	WBPaper00003187|pmid9741632, WBPaper00006132|pmid14521838, WBPaper00025141|pmid15780142, WBPaper00032196|pmid18801967, WBPaper00038491|pmid21647448, WBPaper00043908|pmid23852451, WBPaper00046166|pmid25527285, WBPaper00049379|pmid26985027, WBPaper00055090|pmid30120140
hot-5	WBGene00001990	hot-5	K07A12.6	CELE_K07A12.6	N.A.	N.A.	hot-5 encodes a predicted membrane-associated protein that is a member of the Ly-6 superfamily of glycosylphosphatidylinositol (GPI)-linked signaling proteins and is homologous to ODR-2, a neuronally expressed protein required for olfaction\; as loss of hot-5 activity via RNA-mediated interference (RNAi) does not result in any abnormalities, the precise role of HOT-5 in C. elegans development and\/or behavior is not yet known.	Is enriched in coelomocyte\; head mesodermal cell\; neurons\; and ventral nerve cord based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-2\; glp-1\; and rrf-3 based on microarray and RNA-seq studies. Is affected by nine chemicals including rotenone\; multi-walled carbon nanotube\; and D-glucose based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Caenorhabditis elegans ly-6-related protein and Caenorhabditis elegans ly-6-related.	WBPaper00004498|pmid11139503
F21D5.9	WBGene00009014	F21D5.9	F21D5.9	CELE_F21D5.9	transgene expression reduced	N.A.	N.A.	Is expressed in epithelial cell. Is predicted to encode a protein with the following domain: .	N.A.
zipt-2.2	WBGene00017936	zipt-2.2	F30B5.7	CELE_F30B5.7	N.A.	N.A.	N.A.	Is predicted to have metal ion transmembrane transporter activity. Is an ortholog of human SLC39A1 (solute carrier family 39 member 1) and SLC39A2 (solute carrier family 39 member 2).	WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
R02E12.4	WBGene00019828	R02E12.4	R02E12.4	CELE_R02E12.4	N.A.	N.A.	N.A.	Is enriched in BAG\; head mesodermal cell\; and neurons based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including sek-1\; alg-1\; and mex-3 based on microarray and RNA-seq studies. Is affected by five chemicals including Tunicamycin\; metformin\; and Rifampin based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: Tektin family and Tektin. Is an ortholog of human TEKT4 (tektin 4).	WBPaper00029085|pmid17276923, WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
F28H7.8	WBGene00009241	F28H7.8	F28H7.8	CELE_F28H7.8	N.A.	N.A.	N.A.	Is enriched in PLM\; dopaminergic neurons\; and hypodermis based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; glp-1\; and lin-4 based on microarray\; tiling array\; and RNA-seq studies. Is affected by eleven chemicals including multi-walled carbon nanotube\; Zidovudine\; and Psoralens based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: CRAL\/TRIO domain\; CRAL-TRIO lipid binding domain\; CRAL\/TRIO, N-terminal domain superfamily\; and CRAL-TRIO lipid binding domain superfamily. Is an ortholog of human SEC14L3 (SEC14 like lipid binding 3) and SEC14L4 (SEC14 like lipid binding 4).	WBPaper00055090|pmid30120140
F42A9.17	WBGene00235280	F42A9.17	F42A9.17	CELE_F42A9.17	N.A.	N.A.	N.A.	Is enriched in intestine based on microarray studies. Is affected by several genes including eat-2\; sir-2.1\; and hsp-6 based on RNA-seq and microarray studies. Is affected by resveratrol based on microarray studies.	N.A.
ift-20	WBGene00022465	ift-20	Y110A7A.20	CELE_Y110A7A.20	N.A.	lethal, sterile	Y110A7A.20 encodes an ortholog of Chlamydomonas and human IFT20\;Y110A7A.20 undergoes intraflagellar transport (IFT) in a mannerconsistent with its being a component of the OSM-3-driven IFT-particle Bsubcomplex\; Y110A7A.20 is expressed in amphid and phasmid neurons,mechanosensory neurons, and other unidentified head neurons and tailcells\; by orthology with human IFT20, Y110A7A.20 may deliver ciliarymembrane proteins from the Golgi complex to the cilium\; Y110A7A.20 hasno obvious function in mass RNAi assays.	Localizes to dendrite\; neuronal cell body\; and non-motile cilium. Is expressed in ciliated neurons\; sensory neurons\; and tail. Is an ortholog of human IFT20 (intraflagellar transport 20).	WBPaper00029131|pmid17314406, WBPaper00038491|pmid21647448, WBPaper00042072|pmid23444385, WBPaper00053681|pmid29420175, WBPaper00055090|pmid30120140
sptf-2	WBGene00011926	sptf-2	T22C8.5	CELE_T22C8.5	N.A.	N.A.	N.A.	Is expressed in head neurons and intestine. Is predicted to encode a protein with the following domains: Zinc finger, C2H2 type\; Zinc finger C2H2-type\; and Zinc finger C2H2 superfamily. Is an ortholog of human SP5 (Sp5 transcription factor).	WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
F44B9.10	WBGene00018411	F44B9.10	F44B9.10	CELE_F44B9.10	N.A.	N.A.	N.A.	Is predicted to have calcium ion binding activity and phospholipase A2 activity. Is an ortholog of human PLA2G12A (phospholipase A2 group XIIA) and PLA2G12B (phospholipase A2 group XIIB).	N.A.
F22F4.5	WBGene00017718	F22F4.5	F22F4.5	F22F4.c, F22F4.c, CELE_F22F4.5	N.A.	N.A.	N.A.	Is enriched in RID based on RNA-seq studies. Is affected by several genes including daf-2\; glp-1\; and hsf-1 based on RNA-seq\; tiling array\; and microarray studies. Is affected by eleven chemicals including Tunicamycin\; sodium arsenite\; and Zidovudine based on microarray and RNA-seq studies.	N.A.
F41C3.11	WBGene00018275	F41C3.11	F41C3.11	CELE_F41C3.11	dauer lifespan extended	N.A.	N.A.	Is enriched in OLL\; PVD\; hypodermis\; and muscle cell based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and let-60 based on microarray and RNA-seq studies. Is affected by twelve chemicals including stavudine\; Zidovudine\; and Psoralens based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Nucleotide-diphospho-sugar transferase and Nucleotide-diphospho-sugar transferase.	N.A.
C01G5.25	WBGene00235291	C01G5.25	C01G5.25	CELE_C01G5.25	N.A.	N.A.	N.A.	Is affected by several genes including daf-2\; eat-2\; and sek-1 based on RNA-seq and microarray studies. Is affected by Psoralens\; allantoin\; and Rifampin based on RNA-seq studies.	N.A.
T20F5.4	WBGene00020626	T20F5.4	T20F5.4	CELE_T20F5.4	N.A.	N.A.	N.A.	Is enriched in PLM\; germline precursor cell\; hypodermis\; and intestine based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on microarray and RNA-seq studies. Is affected by twenty-three chemicals including 1-methylnicotinamide\; methylmercuric chloride\; and rotenone based on RNA-seq and microarray studies.	N.A.
ctbp-1	WBGene00006424	ctbp-1	F49E10.5	tag-45, CELE_F49E10.5	dauer lifespan extended	lethal, sterile	tag-45 encodes a D-isomer specific 2-hydroxyacid dehydrogenase.	Is predicted to have several functions, including DNA binding activity\; NAD binding activity\; and metal ion binding activity. Localizes to nucleus. Is expressed in hypodermis and nervous system. Is used to study alcohol use disorder. Human ortholog(s) of this gene are implicated in Wolf-Hirschhorn syndrome. Is an ortholog of human CTBP2 (C-terminal binding protein 2).	WBPaper00028918|pmid17174978, WBPaper00038491|pmid21647448, WBPaper00042327|pmid19164523, WBPaper00046138|pmid25456848, WBPaper00048725|pmid26480814, WBPaper00055090|pmid30120140
cht-2	WBGene00011757	cht-2	T13H5.3	CELE_T13H5.3	N.A.	N.A.	N.A.	Is predicted to have chitin binding activity and hydrolase activity, acting on glycosyl bonds.	N.A.
C06C3.3	WBGene00007374	C06C3.3	C06C3.3	CELE_C06C3.3	N.A.	N.A.	N.A.	Is enriched in dopaminergic neurons\; intestine\; neurons\; and in male based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-12\; and eat-2 based on microarray and RNA-seq studies. Is affected by five chemicals including multi-walled carbon nanotube\; metformin\; and Sirolimus based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Doublecortin\; Doublecortin domain\; and Doublecortin domain superfamily.	N.A.
C26F1.1	WBGene00016146	C26F1.1	C26F1.1	CELE_C26F1.1	N.A.	N.A.	N.A.	Is enriched in DA neuron\; carbon dioxide sensory neurons\; hypodermis\; intestine\; and pharyngeal muscle cell based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on microarray and RNA-seq studies. Is affected by fourteen chemicals including methylmercuric chloride\; rotenone\; and D-glucose based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domain: .	N.A.
F53B1.4	WBGene00044621	bus-5	F53B1.4	CELE_F53B1.4	sluggish	bacterially unswollen, cuticle carbohydrate surface variant, cuticle fragile, organism hypersensitive desiccation, pathogen adherence defect, pathogen resistance increased, skiddy, small	N.A.	N.A.	WBPaper00026735|pmid16079230, WBPaper00029153|pmid17339204, WBPaper00031925|pmid18515487, WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
scl-9	WBGene00009890	scl-9	F49E11.4	tag-254, CELE_F49E11.4	fat content reduced	N.A.	scl-9 encodes a predicted extracellular protein that is a member of the C. elegans family of SCP\/TAPS domain-containing proteins\; loss of scl-9 via RNAi in wild-type and tub-1 and tph-1 mutant backgrounds results in reduced fat content.	Is enriched in male-specific anatomical entity and in male based on RNA-seq and microarray studies. Is affected by several genes including daf-2\; rrf-3\; and clk-1 based on tiling array\; microarray\; and RNA-seq studies. Is affected by seven chemicals including Alovudine\; stavudine\; and allantoin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Cysteine-rich secretory protein family\; Cysteine-rich  secretory protein-related\; Venom allergen 5-like\; CAP domain\; and CAP superfamily. Is an ortholog of human GLIPR1 (GLI pathogenesis related 1).	WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
C05E7.2	WBGene00007344	C05E7.2	C05E7.2	CELE_C05E7.2	N.A.	N.A.	N.A.	Is enriched in DA neuron and hypodermis based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and glp-1 based on proteomic\; tiling array\; RNA-seq\; and microarray studies. Is affected by twenty-three chemicals including Heme\; aldicarb\; and 1-methylnicotinamide based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domain: GM2-AP, lipid-recognition domain superfamily.	N.A.
ZK682.7	WBGene00022790	ZK682.7	ZK682.7	CELE_ZK682.7	N.A.	N.A.	N.A.	Is enriched in AFD\; ASER\; BAG\; and neurons based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including rrf-3\; eat-2\; and dpy-7 based on tiling array\; microarray\; and RNA-seq studies. Is affected by twelve chemicals including Tunicamycin\; multi-walled carbon nanotube\; and stavudine based on microarray and RNA-seq studies.	N.A.
C33B4.4	WBGene00007892	C33B4.4	C33B4.4	CELE_C33B4.4	N.A.	N.A.	N.A.	Is enriched in several structures, including carbon dioxide sensory neurons\; germ line\; muscle cell\; somatic gonad precursor\; and ventral nerve cord based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; hsf-1\; and clk-1 based on microarray and RNA-seq studies. Is affected by nine chemicals including rotenone\; Zidovudine\; and Sodium Chloride based on RNA-seq and microarray studies.	N.A.
ceh-45	WBGene00022837	ceh-45	ZK993.1	CELE_ZK993.1	embryonic lethal	lethal, sterile	ceh-45 encodes a homeodomain-containing protein\; loss of ceh-45 activity via large-scale RNAi results in variable embryonic lethality.	Is predicted to have DNA binding activity. Is expressed in pharynx and spermatheca. Is an ortholog of human GSC (goosecoid homeobox).	WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
lin-44	WBGene00003029	lin-44	E01A2.3	CELE_E01A2.3	developmental growth variant, locomotion variant, organism development variant, population fitness phenotype, posterior reversed vulval lineage, shortened life span, transgene expression increased, transgene expression reduced	anterior posterior neurite growth variant, asymmetric cell division variant, cell fate transformation, cell polarity reversed, cell polarity variant, dendrite development variant, ectopic expression transgene, hookless, inhibition of synaptogenesis defective, pattern of gene expression variant, pattern of transgene expression variant, pointed tail tip male, Q neuroblast lineage migration variant, spindle orientation variant, T lineages variant, transgene expression variant	lin-44 encodes one of five C. elegans Wnt signaling ligands\; during development, LIN-44 activity is required non-cell-autonomously for polarity specification of asymmetric cell divisions of the B, U, and F cells in the male, and the T cell in males and hermaphrodites\; in addition, LIN-44 functions redundantly with MOM-2 and CWN-2 to pattern the P7.p lineage during vulval development\; lin-44 expression begins at the 1.5-fold stage of embryogenesis in the posterior hypodermal cells hyp10 and hyp11\; during later embryonic stages additional expression in hyp8 and hyp9 is detected\; reporter fusions and in situ hybridization studies also reveal weak and inconsistent expression in the anchor cell of the somatic gonad.	Is predicted to have frizzled binding activity and receptor ligand activity. Is involved in several processes, including generation of neurons\; nematode male tail tip morphogenesis\; and neuroblast migration. Is expressed in several structures, including P6.pa\; P6.pp\; anchor cell\; rectal epithelial cell\; and tail. Human ortholog(s) of this gene are implicated in Schopf-Schulz-Passarge syndrome\; split hand-foot malformation 6\; and tooth agenesis. Is an ortholog of human WNT10A (Wnt family member 10A) and WNT10B (Wnt family member 10B).	WBPaper00001829|pmid8187641, WBPaper00001954|pmid8026318, WBPaper00002123|pmid7579527, WBPaper00002228|pmid7649393, WBPaper00002293|pmid7553861, WBPaper00002475|pmid8647436, WBPaper00002543|pmid8804313, WBPaper00003135|pmid9584132, WBPaper00003418|pmid10049567, WBPaper00003450|pmid9927605, WBPaper00003453|pmid10197987, WBPaper00003570|pmid10380924, WBPaper00004312|pmid10970880, WBPaper00004350|pmid11030341, WBPaper00004436|pmid11023862, WBPaper00004489|pmid11134517, WBPaper00004579|pmid11171341, WBPaper00005116|pmid11807036, WBPaper00005188|pmid11880358, WBPaper00005810|pmid12588839, WBPaper00005832|pmid12679102, WBPaper00006440|pmid15020416, WBPaper00024383|pmid15369677, WBPaper00024524|pmid15059258, WBPaper00025001|pmid15696167, WBPaper00026706|pmid16109397, WBPaper00026737|pmid16077003, WBPaper00026783|pmid16140291, WBPaper00026860|pmid16226243, WBPaper00027140|pmid16516839, WBPaper00027141|pmid16516840, WBPaper00027142|pmid16516841, WBPaper00027214|pmid16600994, WBPaper00027345|pmid16631156, WBPaper00027355|pmid16645052, WBPaper00027741|pmid16824957, WBPaper00028436|pmid16930586, WBPaper00029082|pmid17276345, WBPaper00030926|pmid17719547, WBPaper00031002|pmid17826759, WBPaper00031110|pmid17942487, WBPaper00031325|pmid18077322, WBPaper00031556|pmid18308937, WBPaper00031953|pmid18550714, WBPaper00032017|pmid18622031, WBPaper00032129|pmid18724937, WBPaper00032163|pmid18776887, WBPaper00033179|pmid19377288, WBPaper00035405|pmid19855022, WBPaper00035553|pmid20042118, WBPaper00040190|pmid21917811, WBPaper00040245|pmid21949641, WBPaper00040939|pmid22464329, WBPaper00041941|pmid23376536, WBPaper00043969|pmid23879250, WBPaper00044349|pmid24139806, WBPaper00044679|pmid24401370, WBPaper00045194|pmid24778938, WBPaper00045474|pmid25010424, WBPaper00045644|pmid19154732, WBPaper00046748|pmid25938228, WBPaper00050544|pmid27958363, WBPaper00051251|pmid28515212, WBPaper00054981|pmid30093552, WBPaper00055090|pmid30120140, WBPaper00056028|pmid30609235, WBPaper00057191|pmid32550417
