Y73E7A.7a	IPR029044	Nucleotide-diphospho-sugar transferases
Y73E7A.8	IPR000884	Thrombospondin type-1 (TSP1) repeat
Y73E7A.8	IPR036383	Thrombospondin type-1 (TSP1) repeat superfamily
Y73E7A.9a	IPR001680	WD40 repeat
Y73E7A.9a	IPR011990	Tetratricopeptide-like helical domain superfamily
Y73E7A.9a	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Y73E7A.9a	IPR036322	WD40-repeat-containing domain superfamily
Y73E7A.9a	IPR045151	DDB1- and CUL4-associated factor 8-like
Y73F4A.1	IPR005018	DOMON domain
Y73F4A.2	IPR005018	DOMON domain
Y73F4A.3	IPR005018	DOMON domain
Y73F4A.3	IPR045266	Copper-dependent monooxygenases, DOMON domain
Y73F8A.1	IPR003915	Polycystic kidney disease type 2 protein
Y73F8A.1	IPR013122	Polycystin cation channel, PKD1/PKD2
Y73F8A.1	IPR046791	Polycystin domain
Y73F8A.10	IPR003326	TRA-1 regulated
Y73F8A.11	IPR000615	Bestrophin
Y73F8A.11	IPR021134	Bestrophin-like
Y73F8A.16	IPR001699	T-box transcription factor
Y73F8A.16	IPR008967	p53-like transcription factor, DNA-binding domain superfamily
Y73F8A.16	IPR018186	Transcription factor, T-box, conserved site
Y73F8A.16	IPR036960	T-box superfamily
Y73F8A.16	IPR046360	T-box transcription factor, DNA-binding domain
Y73F8A.17	IPR001699	T-box transcription factor
Y73F8A.17	IPR008967	p53-like transcription factor, DNA-binding domain superfamily
Y73F8A.17	IPR018186	Transcription factor, T-box, conserved site
Y73F8A.17	IPR036960	T-box superfamily
Y73F8A.17	IPR046360	T-box transcription factor, DNA-binding domain
Y73F8A.18	IPR000494	Receptor L-domain
Y73F8A.18	IPR036941	Receptor L-domain superfamily
Y73F8A.19	IPR010734	Copine, C-terminal
Y73F8A.19	IPR036465	von Willebrand factor A-like domain superfamily
Y73F8A.19	IPR037768	Copine, C2B domain
Y73F8A.19	IPR045052	Copine
Y73F8A.2	IPR006028	Gamma-aminobutyric acid A receptor/Glycine receptor alpha
Y73F8A.2	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
Y73F8A.2	IPR006201	Neurotransmitter-gated ion-channel
Y73F8A.2	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
Y73F8A.2	IPR018000	Neurotransmitter-gated ion-channel, conserved site
Y73F8A.2	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
Y73F8A.2	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Y73F8A.2	IPR038050	Neuronal acetylcholine receptor
Y73F8A.20	IPR036186	Serpin superfamily
Y73F8A.21c	IPR000536	Nuclear hormone receptor, ligand-binding domain
Y73F8A.21c	IPR001628	Zinc finger, nuclear hormone receptor-type
Y73F8A.21c	IPR013088	Zinc finger, NHR/GATA-type
Y73F8A.21c	IPR035500	Nuclear hormone receptor-like domain superfamily
Y73F8A.21c	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain
Y73F8A.22	IPR006583	PAN-3 domain
Y73F8A.23	IPR006583	PAN-3 domain
Y73F8A.24c	IPR004598	Transcription factor TFIIH subunit p52/Tfb2
Y73F8A.24c	IPR040662	Transcription factor Tfb2, C-terminal domain
Y73F8A.25a	IPR019312	CCR4-NOT transcription complex subunit 11
Y73F8A.26a	IPR011990	Tetratricopeptide-like helical domain superfamily
Y73F8A.27	IPR001041	2Fe-2S ferredoxin-type iron-sulfur binding domain
Y73F8A.27	IPR001055	Adrenodoxin
Y73F8A.27	IPR012675	Beta-grasp domain superfamily
Y73F8A.27	IPR018298	Adrenodoxin, iron-sulphur binding site
Y73F8A.27	IPR036010	2Fe-2S ferredoxin-like superfamily
Y73F8A.3	IPR019423	7TM GPCR, serpentine receptor class j (Srj)
Y73F8A.30b	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
Y73F8A.30b	IPR006201	Neurotransmitter-gated ion-channel
Y73F8A.30b	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
Y73F8A.30b	IPR018000	Neurotransmitter-gated ion-channel, conserved site
Y73F8A.30b	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
Y73F8A.30b	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Y73F8A.30b	IPR038050	Neuronal acetylcholine receptor
Y73F8A.34a	IPR002867	IBR domain
Y73F8A.34a	IPR013083	Zinc finger, RING/FYVE/PHD-type
Y73F8A.34a	IPR031127	E3 ubiquitin ligase RBR family
Y73F8A.34a	IPR044066	TRIAD supradomain
Y73F8A.34a	IPR045840	Ariadne domain
Y73F8A.34a	IPR048962	E3 ubiquitin-protein ligase ARIH1-like, UBA-like domain
Y73F8A.35a	IPR004245	Protein of unknown function DUF229
Y73F8A.35a	IPR017850	Alkaline-phosphatase-like, core domain superfamily
Y73F8A.5	IPR009030	Growth factor receptor cysteine-rich domain superfamily
Y73F8A.5	IPR039181	EIG121-like
Y74C10AL.2	IPR007919	Uncharacterised protein family UPF0220
Y74C10AR.1a	IPR001680	WD40 repeat
Y74C10AR.1a	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Y74C10AR.1a	IPR027525	Eukaryotic translation initiation factor 3 subunit I
Y74C10AR.1a	IPR036322	WD40-repeat-containing domain superfamily
Y74C10AR.3a	IPR003439	ABC transporter-like, ATP-binding domain
Y74C10AR.3a	IPR003593	AAA+ ATPase domain
Y74C10AR.3a	IPR011527	ABC transporter type 1, transmembrane domain
Y74C10AR.3a	IPR017871	ABC transporter-like, conserved site
Y74C10AR.3a	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Y74C10AR.3a	IPR036640	ABC transporter type 1, transmembrane domain superfamily
Y74C10AR.3a	IPR039421	Type 1 protein exporter
Y74C9A.3	IPR008576	Alpha-N-methyltransferase NTM1
Y74C9A.3	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
Y74C9A.4b	IPR000679	Zinc finger, GATA-type
Y74C9A.4b	IPR000949	ELM2 domain
Y74C9A.4b	IPR001005	SANT/Myb domain
Y74C9A.4b	IPR009057	Homeobox-like domain superfamily
Y74C9A.4b	IPR017884	SANT domain
Y74C9A.5	IPR006730	Sestrin
Y74C9A.5	IPR029032	AhpD-like
Y74E4A.1b	IPR006201	Neurotransmitter-gated ion-channel
Y74E4A.1b	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
Y74E4A.1b	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Y74E4A.1b	IPR038050	Neuronal acetylcholine receptor
Y75B12B.10	IPR019427	7TM GPCR, serpentine receptor class w (Srw)
Y75B12B.1b	IPR041426	Mos1 transposase, HTH domain
Y75B12B.2	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
Y75B12B.2	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
Y75B12B.2	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
Y75B12B.2	IPR029000	Cyclophilin-like domain superfamily
Y75B12B.4	IPR000210	BTB/POZ domain
Y75B12B.4	IPR002083	MATH/TRAF domain
Y75B12B.4	IPR008974	TRAF-like
Y75B12B.4	IPR011333	SKP1/BTB/POZ domain superfamily
Y75B12B.5	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
Y75B12B.5	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
Y75B12B.5	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
Y75B12B.5	IPR029000	Cyclophilin-like domain superfamily
Y75B12B.6	IPR000909	Phosphatidylinositol-specific phospholipase C, X domain
Y75B12B.6	IPR001192	Phosphoinositide phospholipase C family
Y75B12B.6	IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain
Y75B12B.6	IPR011992	EF-hand domain pair
Y75B12B.6	IPR017946	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily
Y75B12B.6	IPR035892	C2 domain superfamily
Y75B12B.6	IPR037862	PLC-beta, PH domain
Y75B12B.7	IPR017452	GPCR, rhodopsin-like, 7TM
Y75B12B.7	IPR019427	7TM GPCR, serpentine receptor class w (Srw)
Y75B7AL.1a	IPR000971	Globin
Y75B7AL.1a	IPR012292	Globin/Protoglobin
Y75B7AL.1a	IPR017452	GPCR, rhodopsin-like, 7TM
Y75B7AL.1a	IPR044399	Myoglobin-like, M family globin domain
Y75B7AL.2a	IPR026112	Amnionless
Y75B7AL.3	IPR000008	C2 domain
Y75B7AL.3	IPR001565	Synaptotagmin
Y75B7AL.3	IPR035892	C2 domain superfamily
Y75B7AL.4c	IPR000198	Rho GTPase-activating protein domain
Y75B7AL.4c	IPR008936	Rho GTPase activation protein
Y75B7AL.4c	IPR042869	Rho GTPase-activating protein 11
Y75B7B.1	IPR008569	Protein of unknown function DUF851
Y75B7B.2	IPR036770	Ankyrin repeat-containing domain superfamily
Y75B8A.1	IPR001356	Homeobox domain
Y75B8A.1	IPR009057	Homeobox-like domain superfamily
Y75B8A.1	IPR017970	Homeobox, conserved site
Y75B8A.1	IPR020479	Homeobox domain, metazoa
Y75B8A.1	IPR046333	Homeobox protein Hox-A10/abdominal-B-like
Y75B8A.10	IPR001841	Zinc finger, RING-type
Y75B8A.10	IPR013083	Zinc finger, RING/FYVE/PHD-type
Y75B8A.10	IPR017907	Zinc finger, RING-type, conserved site
Y75B8A.12	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
Y75B8A.12	IPR016575	Bardet-Biedl syndrome 7 protein
Y75B8A.14	IPR004130	GPN-loop GTPase
Y75B8A.14	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Y75B8A.14	IPR030228	GPN-loop GTPase 3
Y75B8A.16	IPR015672	The Golgi pH regulator/GPCR-type G protein
Y75B8A.16	IPR022535	Golgi pH regulator, conserved domain
Y75B8A.16	IPR025969	Abscisic acid G-protein coupled receptor-like domain
Y75B8A.20	IPR007284	Ground-like domain
Y75B8A.21	IPR001810	F-box domain
Y75B8A.21	IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species
Y75B8A.21	IPR040161	F-box A protein FB224
Y75B8A.22	IPR006906	Timeless, N-terminal
Y75B8A.22	IPR044998	Timeless
Y75B8A.24	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
Y75B8A.24	IPR001263	Phosphoinositide 3-kinase, accessory (PIK) domain
Y75B8A.24	IPR011009	Protein kinase-like domain superfamily
Y75B8A.24	IPR015433	Phosphatidylinositol kinase
Y75B8A.24	IPR016024	Armadillo-type fold
Y75B8A.24	IPR018936	Phosphatidylinositol 3/4-kinase, conserved site
Y75B8A.24	IPR036940	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily
Y75B8A.24	IPR042236	Phosphoinositide 3-kinase, accessory (PIK) domain superfamily
Y75B8A.24	IPR045495	PI4-kinase, N-terminal
Y75B8A.26	IPR003439	ABC transporter-like, ATP-binding domain
Y75B8A.26	IPR003593	AAA+ ATPase domain
Y75B8A.26	IPR011527	ABC transporter type 1, transmembrane domain
Y75B8A.26	IPR017871	ABC transporter-like, conserved site
Y75B8A.26	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Y75B8A.26	IPR036640	ABC transporter type 1, transmembrane domain superfamily
Y75B8A.2a	IPR001356	Homeobox domain
Y75B8A.2a	IPR009057	Homeobox-like domain superfamily
Y75B8A.2a	IPR017970	Homeobox, conserved site
Y75B8A.2a	IPR020479	Homeobox domain, metazoa
Y75B8A.3	IPR002018	Carboxylesterase, type B
Y75B8A.3	IPR019819	Carboxylesterase type B, conserved site
Y75B8A.3	IPR029058	Alpha/Beta hydrolase fold
Y75B8A.30	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
Y75B8A.30	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
Y75B8A.30	IPR029052	Metallo-dependent phosphatase-like
Y75B8A.30	IPR047129	Serine/Threonine protein phosphatase PP2A-like
Y75B8A.31	IPR029058	Alpha/Beta hydrolase fold
Y75B8A.31	IPR048263	Arb2
Y75B8A.37	IPR002656	Acyltransferase 3 domain
Y75B8A.4	IPR003111	Lon protease, N-terminal domain
Y75B8A.4	IPR003593	AAA+ ATPase domain
Y75B8A.4	IPR003959	ATPase, AAA-type, core
Y75B8A.4	IPR004815	Lon protease, bacterial/eukaryotic-type
Y75B8A.4	IPR008269	Peptidase S16, Lon proteolytic domain
Y75B8A.4	IPR014721	Small ribosomal subunit protein uS5 domain 2-type fold, subgroup
Y75B8A.4	IPR020568	Ribosomal protein uS5 domain 2-type superfamily
Y75B8A.4	IPR027065	Lon protease
Y75B8A.4	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Y75B8A.4	IPR027501	Lon protease homologue 2, peroxisomal
Y75B8A.4	IPR046336	Lon protease, N-terminal domain superfamily
Y75B8A.5	IPR026906	BspA-type LRR region
Y75B8A.5	IPR032675	Leucine-rich repeat domain superfamily
Y75B8A.6a	IPR002857	Zinc finger, CXXC-type
Y75B8A.6a	IPR024882	Nucleoporin p58/p45/NUP49
Y75B8A.7	IPR012173	U3 small nucleolar ribonucleoprotein complex, subunit Mpp10
Y75B8A.9a	IPR000772	Ricin B, lectin domain
Y75B8A.9a	IPR001173	Glycosyltransferase 2-like
Y75B8A.9a	IPR029044	Nucleotide-diphospho-sugar transferases
Y75B8A.9a	IPR035992	Ricin B-like lectins
Y75B8A.9a	IPR045885	N-acetylgalactosaminyltransferase
Y76A2A.1	IPR008962	PapD-like superfamily
Y76A2A.2a	IPR001757	P-type ATPase
Y76A2A.2a	IPR006121	Heavy metal-associated domain, HMA
Y76A2A.2a	IPR006122	Heavy metal-associated domain, copper ion-binding
Y76A2A.2a	IPR008250	P-type ATPase, A domain superfamily
Y76A2A.2a	IPR017969	Heavy-metal-associated, conserved site
Y76A2A.2a	IPR018303	P-type ATPase, phosphorylation site
Y76A2A.2a	IPR023214	HAD superfamily
Y76A2A.2a	IPR023298	P-type ATPase, transmembrane domain superfamily
Y76A2A.2a	IPR023299	P-type ATPase, cytoplasmic domain N
Y76A2A.2a	IPR027256	P-type ATPase, subfamily IB
Y76A2A.2a	IPR036163	Heavy metal-associated domain superfamily
Y76A2A.2a	IPR036412	HAD-like superfamily
Y76A2A.2a	IPR044492	P-type ATPase, haloacid dehalogenase domain
Y76A2B.1c	IPR001680	WD40 repeat
Y76A2B.1c	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
Y76A2B.1c	IPR015048	Domain of unknown function DUF1899
Y76A2B.1c	IPR015505	Coronin
Y76A2B.1c	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Y76A2B.1c	IPR024977	Anaphase-promoting complex subunit 4-like, WD40 domain
Y76A2B.2	IPR032675	Leucine-rich repeat domain superfamily
Y76A2B.3	IPR000873	AMP-dependent synthetase/ligase domain
Y76A2B.3	IPR020845	AMP-binding, conserved site
Y76A2B.3	IPR042099	ANL, N-terminal domain
Y76A2B.3	IPR045311	Long-chain fatty acid CoA synthetase, eukaryotic
Y76A2B.5	IPR019362	Methylmalonic aciduria and homocystinuria type D protein
Y76A2B.6	IPR002159	CD36 family
Y76B12C.1a	IPR000595	Cyclic nucleotide-binding domain
Y76B12C.1a	IPR005821	Ion transport domain
Y76B12C.1a	IPR014710	RmlC-like jelly roll fold
Y76B12C.1a	IPR018490	Cyclic nucleotide-binding domain superfamily
Y76B12C.2	IPR004583	DNA repair protein Rad4
Y76B12C.2	IPR018325	Rad4/PNGase transglutaminase-like fold
Y76B12C.2	IPR018326	Rad4 beta-hairpin domain 1
Y76B12C.2	IPR018327	Rad4 beta-hairpin domain 2
Y76B12C.2	IPR018328	Rad4 beta-hairpin domain 3
Y76B12C.2	IPR036985	Transglutaminase-like superfamily
Y76B12C.2	IPR038765	Papain-like cysteine peptidase superfamily
Y76B12C.2	IPR042488	Rad4, beta-hairpin domain 3 superfamily
Y76B12C.3a	IPR014912	Selenoprotein F/M domain
Y76B12C.3a	IPR036249	Thioredoxin-like superfamily
Y76B12C.3a	IPR038219	Selenoprotein F/M, thioredoxin-like domain superfamily
Y76B12C.3a	IPR039992	Selenoprotein F/M
Y76B12C.7a	IPR004871	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
Y76B12C.7a	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Y76B12C.7a	IPR018846	Cleavage/polyadenylation specificity factor, A subunit, N-terminal
Y77E11A.10	IPR000169	Cysteine peptidase, cysteine active site
Y77E11A.10	IPR001300	Peptidase C2, calpain, catalytic domain
Y77E11A.10	IPR022682	Peptidase C2, calpain, large subunit, domain III
Y77E11A.10	IPR022683	Peptidase C2, calpain, domain III
Y77E11A.10	IPR022684	Peptidase C2, calpain family
Y77E11A.10	IPR033883	Calpain subdomain III
Y77E11A.10	IPR036213	Calpain large subunit, domain III superfamily
Y77E11A.10	IPR038765	Papain-like cysteine peptidase superfamily
Y77E11A.11a	IPR000169	Cysteine peptidase, cysteine active site
Y77E11A.11a	IPR001300	Peptidase C2, calpain, catalytic domain
Y77E11A.11a	IPR022682	Peptidase C2, calpain, large subunit, domain III
Y77E11A.11a	IPR022683	Peptidase C2, calpain, domain III
Y77E11A.11a	IPR022684	Peptidase C2, calpain family
Y77E11A.11a	IPR033883	Calpain subdomain III
Y77E11A.11a	IPR036213	Calpain large subunit, domain III superfamily
Y77E11A.11a	IPR038765	Papain-like cysteine peptidase superfamily
Y77E11A.12b	IPR037847	GRAM domain-containing protein 4
Y77E11A.13a	IPR001680	WD40 repeat
Y77E11A.13a	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Y77E11A.13a	IPR036322	WD40-repeat-containing domain superfamily
Y77E11A.13a	IPR037363	Sec13/Seh1 family
Y77E11A.14b	IPR011001	Saposin-like
Y77E11A.15	IPR002486	Nematode cuticle collagen, N-terminal
Y77E11A.15	IPR008160	Collagen triple helix repeat
Y77E11A.16	IPR019421	7TM GPCR, serpentine receptor class d (Srd)
Y77E11A.1a	IPR001312	Hexokinase
Y77E11A.1a	IPR022672	Hexokinase, N-terminal
Y77E11A.1a	IPR022673	Hexokinase, C-terminal
Y77E11A.1a	IPR043129	ATPase, nucleotide binding domain
Y77E11A.2	IPR002504	NAD kinase
Y77E11A.2	IPR016064	NAD kinase/diacylglycerol kinase-like domain superfamily
Y77E11A.2	IPR017437	ATP-NAD kinase, PpnK-type, C-terminal
Y77E11A.2	IPR017438	Inorganic polyphosphate/ATP-NAD kinase, N-terminal
Y77E11A.4	IPR008657	Jumping translocation breakpoint
Y77E11A.6a	IPR001222	Zinc finger, TFIIS-type
Y77E11A.6a	IPR001529	DNA-directed RNA polymerase, M/15kDa subunit
Y77E11A.6a	IPR012164	DNA-directed RNA polymerase subunit/transcription factor S
Y77E11A.6a	IPR034014	Pol III subunit C11, C-terminal zinc ribbon
Y77E11A.8	IPR006583	PAN-3 domain
Y77E11A.9	IPR006583	PAN-3 domain
Y79H2A.11a	IPR000719	Protein kinase domain
Y79H2A.11a	IPR003533	Doublecortin domain
Y79H2A.11a	IPR008271	Serine/threonine-protein kinase, active site
Y79H2A.11a	IPR011009	Protein kinase-like domain superfamily
Y79H2A.11a	IPR036572	Doublecortin domain superfamily
Y79H2A.12	IPR024483	Protein of unknown function DUF2700
Y79H2A.4	IPR035979	RNA-binding domain superfamily
Y79H2A.6b	IPR001680	WD40 repeat
Y79H2A.6b	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Y79H2A.6b	IPR017383	Actin-related protein 2/3 complex subunit 1
Y79H2A.6b	IPR036322	WD40-repeat-containing domain superfamily
Y7A5A.1	IPR006094	FAD linked oxidase, N-terminal
Y7A5A.1	IPR016166	FAD-binding domain, PCMH-type
Y7A5A.1	IPR016169	FAD-binding, type PCMH, subdomain 2
Y7A5A.1	IPR036318	FAD-binding, type PCMH-like superfamily
Y7A5A.1	IPR040165	Delta(24)-sterol reductase
Y7A9A.1	IPR000101	Gamma-glutamyltranspeptidase
Y7A9A.1	IPR029055	Nucleophile aminohydrolases, N-terminal
Y7A9A.1	IPR043137	Gamma-glutamyltranspeptidase, small subunit
Y7A9A.1	IPR043138	Gamma-glutamyltranspeptidase, large subunit, C-terminal domain
Y7A9C.7	IPR018817	7TM GPCR, serpentine receptor class z (Srz)
Y7A9C.9	IPR018817	7TM GPCR, serpentine receptor class z (Srz)
Y80D3A.1	IPR002305	Aminoacyl-tRNA synthetase, class Ic
Y80D3A.1	IPR002306	Tryptophan-tRNA ligase
Y80D3A.1	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
Y80D3A.2a	IPR026300	CWF11 family
Y80D3A.2a	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Y80D3A.2a	IPR032174	RNA helicase aquarius, N-terminal domain
Y80D3A.2a	IPR041677	DNA2/NAM7 helicase, helicase domain
Y80D3A.2a	IPR041679	DNA2/NAM7 helicase-like, C-terminal
Y80D3A.2a	IPR045055	DNA2/NAM7-like helicase
Y80D3A.2a	IPR047187	Upf1-like, C-terminal helicase domain
Y80D3A.2a	IPR048966	RNA helicase aquarius, beta-barrel
Y80D3A.2a	IPR048967	RNA helicase aquarius, insertion domain
Y80D3A.3	IPR001356	Homeobox domain
Y80D3A.3	IPR009057	Homeobox-like domain superfamily
Y80D3A.4	IPR000536	Nuclear hormone receptor, ligand-binding domain
Y80D3A.4	IPR001628	Zinc finger, nuclear hormone receptor-type
Y80D3A.4	IPR013088	Zinc finger, NHR/GATA-type
Y80D3A.4	IPR035500	Nuclear hormone receptor-like domain superfamily
Y80D3A.4	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain
Y80D3A.5	IPR001128	Cytochrome P450
Y80D3A.5	IPR002401	Cytochrome P450, E-class, group I
Y80D3A.5	IPR017972	Cytochrome P450, conserved site
Y80D3A.5	IPR036396	Cytochrome P450 superfamily
Y80D3A.7a	IPR000731	Sterol-sensing domain
Y80D3A.7a	IPR003392	Protein patched/dispatched
Y80D3A.8	IPR000242	Tyrosine-specific protein phosphatase, PTPase domain
Y80D3A.8	IPR000387	Tyrosine-specific protein phosphatases domain
Y80D3A.8	IPR003125	Domain of unknown function WSN
Y80D3A.8	IPR003595	Protein-tyrosine phosphatase, catalytic
Y80D3A.8	IPR029021	Protein-tyrosine phosphatase-like
Y80D3A.9	IPR008551	Transport and Golgi organisation protein 2
Y81G3A.3b	IPR000719	Protein kinase domain
Y81G3A.3b	IPR006575	RWD domain
Y81G3A.3b	IPR008271	Serine/threonine-protein kinase, active site
Y81G3A.3b	IPR011009	Protein kinase-like domain superfamily
Y81G3A.3b	IPR016135	Ubiquitin-conjugating enzyme/RWD-like
Y81G3A.3b	IPR017441	Protein kinase, ATP binding site
Y81G3A.3b	IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain
Y81G3A.3b	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
Y81G3A.5a	IPR002486	Nematode cuticle collagen, N-terminal
Y82E9BL.10	IPR001810	F-box domain
Y82E9BL.10	IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species
Y82E9BL.10	IPR036047	F-box-like domain superfamily
Y82E9BL.10	IPR040161	F-box A protein FB224
Y82E9BL.11	IPR001810	F-box domain
Y82E9BL.11	IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species
Y82E9BL.11	IPR036047	F-box-like domain superfamily
Y82E9BL.11	IPR040161	F-box A protein FB224
Y82E9BL.12	IPR006342	Methyltransferase FkbM
Y82E9BL.13	IPR001810	F-box domain
Y82E9BL.13	IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species
Y82E9BL.13	IPR040161	F-box A protein FB224
Y82E9BL.14	IPR001810	F-box domain
Y82E9BL.14	IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species
Y82E9BL.14	IPR040161	F-box A protein FB224
Y82E9BL.15	IPR001810	F-box domain
Y82E9BL.15	IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species
Y82E9BL.15	IPR036047	F-box-like domain superfamily
Y82E9BL.15	IPR040161	F-box A protein FB224
Y82E9BL.16	IPR001810	F-box domain
